fsid,name,state_name,state_fsid,properties,lsad,longitude,latitude
3985876,Winchester,Ohio,39,594,47,-83.6539934858,38.9436202584
3985946,Windham,Ohio,39,899,47,-81.0373458062,41.2374745821
3986072,Winesburg,Ohio,39,261,57,-81.6947373052,40.6174856108
3986184,Wintersville,Ohio,39,2505,47,-80.7095115074,40.3790466742
3986254,Withamsville,Ohio,39,2373,57,-84.280769624,39.0627895801
3986282,Wolfhurst,Ohio,39,718,57,-80.78104172,40.0689895359
3986366,Woodlawn,Ohio,39,1823,47,-84.4709372125,39.2555405051
3986394,Woodmere,Ohio,39,407,47,-81.4798563988,41.4599707031
3986436,Woodsfield,Ohio,39,1899,47,-81.1167749176,39.7630466548
3986478,Woodstock,Ohio,39,253,47,-83.5280654433,40.1736102882
3986492,Woodville,Ohio,39,1121,47,-83.3639879937,41.4510284742
3986548,Wooster,Ohio,39,11537,25,-81.9337659298,40.8166344915
3986604,Worthington,Ohio,39,6305,25,-83.0208049735,40.0949597535
3986632,Wren,Ohio,39,166,47,-84.7746020821,40.8005523738
3986730,Wyoming,Ohio,39,4099,25,-84.4813728404,39.2295306013
3986772,Xenia,Ohio,39,12259,25,-83.9413859251,39.6828651822
3986940,Yellow Springs,Ohio,39,2354,47,-83.890472676,39.7985983883
3987164,Yorkshire,Ohio,39,65,47,-84.4950258362,40.325308961
3987178,Yorkville,Ohio,39,769,47,-80.7078689822,40.1528160058
3988000,Youngstown,Ohio,39,60656,25,-80.646337068,41.0993366176
3988028,Zaleski,Ohio,39,494,47,-82.3950000993,39.2810672549
3988070,Zanesfield,Ohio,39,132,47,-83.677889574,40.3386209019
3988084,Zanesville,Ohio,39,14866,25,-82.0133385204,39.9567749936
3988168,Zoar,Ohio,39,296,47,-81.4232292958,40.613421163
